bundle_asset_id,product_asset_id,product_image_url,product_description,bundle_image_url
B_a7d56edf2951,I_58c0188dae16,https://static.zara.net/assets/public/e598/579f/f67540f9b5ed/2f7a45844c5e/13548620800-e1/13548620800-e1.jpg?ts=1761659850676,HAND BAG-RUCKSACK,https://static.zara.net/assets/public/d8eb/98a5/c30247639f91/4eedd7a07498/T009-p/T009-p.jpg?ts=1762776695772
B_13cd5c5a9e9a,I_630314518766,https://static.zara.net/assets/public/1637/0db6/baf9477b8007/c257c2721d6d/02823308716-e1/02823308716-e1.jpg?ts=1757927290947,BELT,https://static.zara.net/assets/public/d70d/0e45/3ffb413aa0da/a3ec4965f8b3/T9075538861-p/T9075538861-p.jpg?ts=1759336309740
B_46d32448288b,I_6da0bbbaaae7,https://static.zara.net/assets/public/605b/0dcd/264142209048/f94c292fb22b/00840487405-e1/00840487405-e1.jpg?ts=1752741160922,TROUSERS,https://static.zara.net/assets/public/ecae/3ed8/8b1849168a06/ac7775f49f4b/00840477405-p/00840477405-p.jpg?ts=1757318860255
B_54f615395443,I_698a31f606cb,https://static.zara.net/assets/public/403f/a1c2/5e274e01957d/8f3a635ce36d/04736325303-e1/04736325303-e1.jpg?ts=1756194492726,IMIT JEWELLER,https://static.zara.net/assets/public/da26/a059/7be6498eaa38/0b4b0ef510a7/T9032562432-p/T9032562432-p.jpg?ts=1756202886443
B_ff7f4d54125e,I_3b16d0bcae68,https://static.zara.net/assets/public/4865/e99b/8ca444d5aa50/9e15b9ccde7a/12515610800-e1/12515610800-e1.jpg?ts=1758035455071,FLAT SHOES,https://static.zara.net/assets/public/cbf8/a48e/1110496ebafe/b9ead5ea83f6/06050026803-p/06050026803-p.jpg?ts=1760089898050
B_50ea2983ab68,I_582132767e3d,https://static.zara.net/assets/public/1083/d4f6/e047497ea912/0a3d769057fe/06674321505-e1/06674321505-e1.jpg?ts=1753260686780,CARDIGAN,https://static.zara.net/assets/public/3d92/db98/faf446ccafbf/dfc85b901781/T9506541409-p/T9506541409-p.jpg?ts=1753777577571
B_9d675c131a83,I_0a632746293d,https://static.zara.net/assets/public/b7db/a690/1cc44456a849/22e5f05558d9/05788203528-e1/05788203528-e1.jpg?ts=1753260672974,BLAZER,https://static.zara.net/assets/public/ccbb/a6c2/778445628e21/c6ac3b9e0bb9/05787203528-1-p/05787203528-1-p.jpg?ts=1753717012334
B_e8581d6a86d1,I_d98fa9b7dc2d,https://static.zara.net/assets/public/d9b7/8dc4/151b4ea0b85a/70c1e14df2a9/08338513810-e1/08338513810-e1.jpg?ts=1751368743842,TROUSERS,https://static.zara.net/assets/public/4f1d/dafc/41dd4684b066/34779619a9a3/05427723810-p/05427723810-p.jpg?ts=1751367202585
B_84b334d26790,I_327bd64bbcda,https://static.zara.net/assets/public/0240/a74c/d99e4458a3d0/9fd21cb3db90/05747557700-e1/05747557700-e1.jpg?ts=1758194235410,TROUSERS,https://static.zara.net/assets/public/329c/c3d9/eaa74d34a407/cbe00b98ebaf/05747557700-p/05747557700-p.jpg?ts=1758270362183
B_baaad0022f9a,I_e8877b147907,https://static.zara.net/assets/public/1bee/752c/54a6422db1e2/8fe1f22a822a/04332181807-200-e1/04332181807-200-e1.jpg?ts=1751446858019,BERMUDA,https://static.zara.net/assets/public/7a63/1961/a1e24580b116/d1e32e1bbc00/04332181807-200-p/04332181807-200-p.jpg?ts=1751468056805
B_debb58767b10,I_222cc18b8093,https://static.zara.net/assets/public/0973/277f/11d7400b9a48/ee439f6579a4/02688114104-e1/02688114104-e1.jpg?ts=1756889456051,SHIRT,https://static.zara.net/assets/public/c7f8/1e4b/6a2b4ce19d95/b21e86f54736/T9368067085-p/T9368067085-p.jpg?ts=1759320682330
B_85b1dda4aa8d,I_da3573ccb9c7,https://static.zara.net/assets/public/63be/23ef/abd34744ac70/d010ef700de7/06602581518-e1/06602581518-e1.jpg?ts=1761214796819,TROUSERS,https://static.zara.net/assets/public/aa73/844d/4b154440bd6c/1e4bc58bda0d/06601581518-p/06601581518-p.jpg?ts=1761642942918
B_b1c9ce726dc5,I_0b5329bb5356,https://static.zara.net/assets/public/95b6/ad99/621849679c18/aa1c7bdde10d/01381613712-e1/01381613712-e1.jpg?ts=1761843672935,DRESS,https://static.zara.net/assets/public/6339/33c8/4b0c4f8fab5e/8107a7c329eb/T9502896875-p/T9502896875-p.jpg?ts=1761917068090
B_5f5d491cf211,I_38877f32054f,https://static.zara.net/assets/public/31db/021e/326349bb8197/b769924ae871/08281999802-e1/08281999802-e1.jpg?ts=1758531602327,SHIRT,https://static.zara.net/assets/public/8d0e/9bbc/c1fe42e69f72/077a520c18d0/T9431247228-p/T9431247228-p.jpg?ts=1758806867954
B_e5636ff353de,I_a61f8a066711,https://static.zara.net/assets/public/e7a7/f854/5a2b4783a246/353af8ef8a04/04388020800-e1/04388020800-e1.jpg?ts=1764675567181,T-SHIRT,https://static.zara.net/assets/public/ec65/1b4d/38ec486a9990/506c4a3a5159/T9491059821-p/T9491059821-p.jpg?ts=1763840536834
B_980216166ffc,I_c10d9278263c,https://static.zara.net/assets/public/222b/50bb/a11a45cdaf6d/3e90de524525/08491264716-e1/08491264716-e1.jpg?ts=1760457222895,COAT,https://static.zara.net/assets/public/7894/d9ac/275b4fbea698/ec636c0c0d80/08491264716-p/08491264716-p.jpg?ts=1762136307614
B_8b66a8d61020,I_af2ca02e9ec2,https://static.zara.net/assets/public/e948/d7e4/d7c2425782e1/c0bb09500db7/04388305700-e1/04388305700-e1.jpg?ts=1760521856851,T-SHIRT,https://static.zara.net/assets/public/f56d/fb14/9e8c4c9b9b9c/e3242c835c27/T9423513117-p/T9423513117-p.jpg?ts=1760346428427
B_12f1e69b6ce3,I_3dbdf0b77770,https://static.zara.net/assets/public/32fd/7301/6b7b4b90ae0a/99785677d38c/04786306111-e1/04786306111-e1.jpg?ts=1759832695648,SHIRT,https://static.zara.net/assets/public/b73b/487b/b13c408ba036/3e61a51a5f3d/04786306111-p/04786306111-p.jpg?ts=1759926755752
B_2e8218ff4250,I_bdfdcc1d1c6a,https://static.zara.net/assets/public/8b7b/7fe4/3b9343379b8d/fc8b0d754d54/00722305712-e1/00722305712-e1.jpg?ts=1752495635691,T-SHIRT,https://static.zara.net/assets/public/0935/754a/92d344529e6d/9fbf204e4597/T9328329924-p/T9328329924-p.jpg?ts=1753341054262
B_43b6e2310f31,I_1db428313bc8,https://static.zara.net/assets/public/45ae/d1da/b4374745997d/f87e56d81486/12467620022-e1/12467620022-e1.jpg?ts=1760631757113,SHOES,https://static.zara.net/assets/public/9379/2bcc/8d93478998a8/9457d7954022/T9651250120-p/T9651250120-p.jpg?ts=1760423517022
B_5220065932ca,I_caf807de9524,https://static.zara.net/assets/public/e90c/2cb5/52674e74b2eb/f6c97c9edcda/12578630002-e1/12578630002-e1.jpg?ts=1761657708280,SHOES,https://static.zara.net/assets/public/77c3/7f43/4f2d4016a9c5/627c1ce1b1de/T001-p/T001-p.jpg?ts=1762768485955
B_398f65ff1eca,I_e2561d461e18,https://static.zara.net/assets/public/d957/69bd/0a284504a860/fa82f6597a84/06340038406-e1/06340038406-e1.jpg?ts=1760352754439,SHIRT,https://static.zara.net/assets/public/11d1/83aa/9df540efa90d/c119fc11b536/T9431324192-p/T9431324192-p.jpg?ts=1760458802766
B_f262bcb14416,I_6a67ccd96bfa,https://static.zara.net/assets/public/3480/2a1f/0d3e4c248b92/9b5666f150e5/01011901303-e1/01011901303-e1.jpg?ts=1762158667672,IMIT JEWELLER,https://static.zara.net/assets/public/8c29/fca1/cf744c9db0fd/c82a6805cd7b/T012-p/T012-p.jpg?ts=1762180783192
B_b17557ed9772,I_79c38cb86bab,https://static.zara.net/assets/public/b6a1/d759/a80540b29d18/5178d512ecbe/03920992712-e1/03920992712-e1.jpg?ts=1756738776706,HAT,https://static.zara.net/assets/public/3f4b/e311/a9e146ba9255/9b6b2efd9f3c/T9614316704-p/T9614316704-p.jpg?ts=1756826116646
B_6ab641b94396,I_9987b54b5810,https://static.zara.net/assets/public/cfdf/fb79/56764ee197eb/937f42582858/05928148700-e1/05928148700-e1.jpg?ts=1754399634078,SHIRT,https://static.zara.net/assets/public/1400/365d/b94d4f7f8413/e17e990ed868/05928148700-p/05928148700-p.jpg?ts=1754474061498
B_d92a40781dbc,I_ccd51a240ba0,https://static.zara.net/assets/public/56cd/db5a/a2694deb999e/de5057976e09/09863244407-e1/09863244407-e1.jpg?ts=1755184633072,SKIRT,https://static.zara.net/assets/public/ccfb/f39a/7918487e8b9a/ef63cb790a18/09863244407-p/09863244407-p.jpg?ts=1754576961896
B_b02cfd748f8e,I_a02581fea174,https://static.zara.net/assets/public/ba80/4248/814d4046a10f/be7d63465a25/12742620709-e1/12742620709-e1.jpg?ts=1746690817255,SANDAL,https://static.zara.net/assets/public/aa05/d1cc/98504ef1a7ad/06cacd83de4f/T9617187701-p/T9617187701-p.jpg?ts=1752158659125
B_ebb5c8e40213,I_baa9d46f32bc,https://static.zara.net/assets/public/be26/a2c2/60ca44468f2a/c7f561fdc9aa/12682620800-e1/12682620800-e1.jpg?ts=1757499803307,MOCCASINS,https://static.zara.net/assets/public/0eb9/18d6/7f2d4b98ad03/aa4caf8e4038/01501330922-p/01501330922-p.jpg?ts=1758013639470
B_82979c45b476,I_0913df2d01a6,https://static.zara.net/assets/public/3db1/f9ae/d67c4676877d/3f226a0fc28f/02326590500-e1/02326590500-e1.jpg?ts=1754654183808,ACCESSORIES,https://static.zara.net/assets/public/a20d/d8d5/ebc84c4986e6/1eddd8f9bf39/T9845542836-p/T9845542836-p.jpg?ts=1754937442420
B_25e3b079f425,I_4a9d0dc81967,https://static.zara.net/assets/public/a058/76f6/f36b4e049256/e6eee7a4097c/06099113403-e1/06099113403-e1.jpg?ts=1749131980886,BABY TROUSERS,https://static.zara.net/assets/public/e46c/6a53/5c714adcaa31/c0810c797189/T9463845365-p/T9463845365-p.jpg?ts=1750840636818
B_164231e87caf,I_dac6273b2160,https://static.zara.net/assets/public/0948/422e/9c124147ad39/d7b76c955b8d/05644989422-e1/05644989422-e1.jpg?ts=1764150314312,TROUSERS,https://static.zara.net/assets/public/34da/7a3d/7e964143864c/aad29381d965/T9154675845-p/T9154675845-p.jpg?ts=1764868578368
B_c6542e3988ab,I_a47a838715b6,https://static.zara.net/assets/public/5434/7441/8ba949ed8751/87950b3a1eed/02521221527-200-e1/02521221527-200-e1.jpg?ts=1761036697947,WIND-JACKET,https://static.zara.net/assets/public/542d/7920/6bb148719ac1/3f59b7130fe8/02521221527-p/02521221527-p.jpg?ts=1761060309579
B_6fda04ca3fa4,I_e97cbe5b0a2d,https://static.zara.net/assets/public/02ce/2cd9/8c0841d2adfd/d542751b4364/04732526822-200-e1/04732526822-200-e1.jpg?ts=1751446862087,TROUSERS,https://static.zara.net/assets/public/cff9/94f0/4c1a463fa084/29a3dc41ee4d/T9260708189-p/T9260708189-p.jpg?ts=1754900405761
B_9d3004cfa88f,I_ce44005ad4d4,https://static.zara.net/assets/public/bb63/301c/47694502a7bc/f94d9f9b79c3/12066620700-e1/12066620700-e1.jpg?ts=1760974010356,ANKLE BOOT,https://static.zara.net/assets/public/cc96/7b74/77ef4f938df1/3170b36256f4/T9146329445-p/T9146329445-p.jpg?ts=1763049834571
B_ac146fecd249,I_6bf789024a7f,https://static.zara.net/assets/public/b9d7/6ed6/00dc491a8662/4df1033ce8c6/05854719527-e1/05854719527-e1.jpg?ts=1759757451877,WIND-JACKET,https://static.zara.net/assets/public/1fc2/b38a/e2b24b9fa4f5/ad40e21957de/06967738712-p/06967738712-p.jpg?ts=1759919034361
B_2ef7b76e623c,I_deb7a9e3f7e1,https://static.zara.net/assets/public/37fb/202d/7457429b8671/7f3ec4f4a994/04192041620-e1/04192041620-e1.jpg?ts=1747735848180,CARDIGAN,https://static.zara.net/assets/public/bda6/42ad/61824f2f9094/e857aab040ed/04192042620-p/04192042620-p.jpg?ts=1751021517674
B_0b0e8c2179c3,I_55f1aba2e4fd,https://static.zara.net/assets/public/5d9c/d056/b9f4480d943d/0918acaafc0b/03253848700-e1/03253848700-e1.jpg?ts=1761836316018,TROUSERS,https://static.zara.net/assets/public/c947/8b93/7c3c48cebf06/015e55792b08/03253848700-p/03253848700-p.jpg?ts=1761901834819
B_8388b49179b5,I_fb612545cab0,https://static.zara.net/assets/public/a4fc/4498/495643caa4d5/dd9ef9eb8f38/11028610800-e1/11028610800-e1.jpg?ts=1759848697333,HEELED BOOT,https://static.zara.net/assets/public/7237/8662/20484f9bbd2e/cb9a18068978/04192115717-p/04192115717-p.jpg?ts=1761301123235
B_b3aa7ed1d531,I_6e740cd4ace9,https://static.zara.net/assets/public/7c10/1ae3/563a4d2a98e0/ced32292c171/03166322800-e1/03166322800-e1.jpg?ts=1758271588695,HAT,https://static.zara.net/assets/public/69d0/24d4/09d3489eb7fc/19dbd270b815/T9329229634-p/T9329229634-p.jpg?ts=1759396336668
B_649a26717fdd,I_c1129836f6fe,https://static.zara.net/assets/public/64c8/0154/ca4e4e538fc7/e6f28530a401/00774350407-e1/00774350407-e1.jpg?ts=1754921606818,TROUSERS,https://static.zara.net/assets/public/e063/809a/cc154e2dba5b/27956c2d81b8/05536333800-p/05536333800-p.jpg?ts=1763952964345
B_f35e55ef5693,I_9bc112363132,https://static.zara.net/assets/public/d816/f8fb/526c4cc980ae/6d5033550598/12488520800-e1/12488520800-e1.jpg?ts=1745493705712,SHOES,https://static.zara.net/assets/public/8e20/c57f/dcb14e05ae13/ef84e151ecb2/T9848626230-p/T9848626230-p.jpg?ts=1753780549986
B_6c533bf40bd7,I_9bed56b71d72,https://static.zara.net/assets/public/d4c9/788e/bee147358629/21e6e195eac3/02731264800-e1/02731264800-e1.jpg?ts=1755184655263,SHIRT,https://static.zara.net/assets/public/6658/e6fe/261c4af69da2/f3f96834a4f0/02731264800-p/02731264800-p.jpg?ts=1755076017439
B_9a3268b258c5,I_2454b070da15,https://static.zara.net/assets/public/fb85/9e47/a4c84bed811a/0d0dd0a4c04c/03039903505-e1/03039903505-e1.jpg?ts=1762158260555,SWEATER,https://static.zara.net/assets/public/a4bd/7409/f34748558735/c9b09db12b08/T007-p/T007-p.jpg?ts=1762180690403
B_544213bb72ea,I_b8b79f2f286b,https://static.zara.net/assets/public/72a2/f668/d2ef42c489db/4524e43ff19e/05479700700-e1/05479700700-e1.jpg?ts=1760356443742,BLAZER,https://static.zara.net/assets/public/e7b1/471f/748d46b4a57d/daeb4705ec93/T9393414636-p/T9393414636-p.jpg?ts=1760424945819
B_826d2a19505b,I_d76062085ae6,https://static.zara.net/assets/public/a1b0/d7d2/a311421a9578/4af24d8bf955/06861959700-e1/06861959700-e1.jpg?ts=1758005529680,OVERSHIRT,https://static.zara.net/assets/public/9629/cc34/c3a14376b95b/dfe56546af21/06861955700-p/06861955700-p.jpg?ts=1758100968902
B_5d126710d7f3,I_3ac857eca1f3,https://static.zara.net/assets/public/88ab/8e76/43d84f1fbef3/5a245450a07b/03433009711-e1/03433009711-e1.jpg?ts=1754315606146,CARDIGAN,https://static.zara.net/assets/public/7239/004d/d91e45b9805e/ce58fc9642a7/03433009711-p/03433009711-p.jpg?ts=1754308969509
B_ef3fde4152c0,I_ff26e7e1b226,https://static.zara.net/assets/public/2c3d/6bdd/7aac4403b197/2a247cca0253/01500617800-e1/01500617800-e1.jpg?ts=1756471944443,BRA,https://static.zara.net/assets/public/9609/68e6/c318482e914d/ccf33cfef7df/01500617800-p/01500617800-p.jpg?ts=1756394404196
B_29171aef6501,I_757cf6a905f7,https://static.zara.net/assets/public/381b/6a06/38404240be10/31f0be9abb14/01067638700-e1/01067638700-e1.jpg?ts=1758556674485,TROUSERS,https://static.zara.net/assets/public/84e1/c201/ac5d40299007/5a2354ec1584/01067637700-p/01067637700-p.jpg?ts=1759331539326
B_c39a41eca5ec,I_d5ddc5220612,https://static.zara.net/assets/public/7847/82bc/201e46fdb78d/c0904dbbd7af/00088790532-e1/00088790532-e1.jpg?ts=1761647153686,TROUSERS,https://static.zara.net/assets/public/3efd/9d34/9529430da923/0692073bf088/00088791532-p/00088791532-p.jpg?ts=1762274325963
B_8f8afe1338dc,I_29d46b52dd11,https://static.zara.net/assets/public/06f7/d564/aa6246a883f4/be02c05cef4e/13562610400-020-e1/13562610400-020-e1.jpg?ts=1765470258459,FLAT SHOES,https://static.zara.net/assets/public/48c4/8741/f2bd483bb6ac/f80b732eb3c1/T9430603236-p/T9430603236-p.jpg?ts=1756203332159
B_6328df46e73e,I_39c67b0b3f12,https://static.zara.net/assets/public/eeb0/3e97/6f3f4ae8babc/812558fcf649/015014302-e1/015014302-e1.jpg?ts=1742471625787,T-SHIRT,https://static.zara.net/assets/public/708f/6a55/80fc428e8585/c333b45e592b/02893349515-p/02893349515-p.jpg?ts=1761062389307
B_68d3c935ecac,I_56098206e892,https://static.zara.net/assets/public/d580/2de6/fe0445549378/6924653ff46f/06840248400-e1/06840248400-e1.jpg?ts=1753873653198,TROUSERS,https://static.zara.net/assets/public/0121/e789/a54e46a5892a/3b1d0369f2c8/08091427717-000-p/08091427717-000-p.jpg?ts=1753809503744
B_d9e9acb210b2,I_0fd3aaa615a7,https://static.zara.net/assets/public/54fc/a10d/90b44e99af09/dcfcebe81747/11527610800-e1/11527610800-e1.jpg?ts=1758010062065,FLAT SHOES,https://static.zara.net/assets/public/0c8d/c756/ab2d4f75a8f4/61987f372f56/03920025800-p/03920025800-p.jpg?ts=1760975500878
B_dafad5ffd11a,I_9e8756ea0538,https://static.zara.net/assets/public/dd45/d1d3/71c948dab135/72677d2e9e27/07521502063-e1/07521502063-e1.jpg?ts=1751528660955,BERMUDA,https://static.zara.net/assets/public/1334/d338/4020486ca4c6/2188efdc3c3a/07521502063-p/07521502063-p.jpg?ts=1751628629350
B_e7bdbaa8ee67,I_379e6bc5b612,https://static.zara.net/assets/public/6891/844d/d8f04c9a9fc1/e87fe7013e8e/12345520800-e1/12345520800-e1.jpg?ts=1748946262247,RUNNING SHOES,https://static.zara.net/assets/public/7c1c/e2bb/14764d7e99b2/583de1e64628/03918321500-p/03918321500-p.jpg?ts=1756740070955
B_7adbf0a83775,I_4a3b2dbf26af,https://static.zara.net/assets/public/0092/54d8/780a4596813c/beadef10eafb/13975620800-e1/13975620800-e1.jpg?ts=1753697508140,ACCESSORIES,https://static.zara.net/assets/public/c51c/5bf9/02004148bfba/436d2f9b757b/T9783696566-p/T9783696566-p.jpg?ts=1753868367612
B_024b54540336,I_60dd0a1a2d96,https://static.zara.net/assets/public/c2cc/16de/22984e4098c3/8e39b543b4f1/05747462801-e1/05747462801-e1.jpg?ts=1753719397764,TROUSERS,https://static.zara.net/assets/public/991c/75b3/58b84e96a786/714652038a7a/05747462801-p/05747462801-p.jpg?ts=1753719468065
B_ddd6ec37847f,I_045f94d3ec31,https://static.zara.net/assets/public/ace7/10f9/19e34bb4ad5d/a498b107f99e/04302235405-200-e1/04302235405-200-e1.jpg?ts=1764156714366,WIND-JACKET,https://static.zara.net/assets/public/6eb5/1c2b/6b9a4347add8/4d29efac95a8/04302235405-p/04302235405-p.jpg?ts=1764676759080
B_7461e8d3582f,I_6360c724ff5a,https://static.zara.net/assets/public/7592/260f/0f694717a279/45b07c1212e1/15233610700-e1/15233610700-e1.jpg?ts=1759832188182,ATHLETIC FOOTWEAR,https://static.zara.net/assets/public/c05f/f603/9d5c4361b09d/761165063227/03322241700-p/03322241700-p.jpg?ts=1761842055517
B_a97f88558b1e,I_2ff6dee9c659,https://static.zara.net/assets/public/712b/ccbd/0ad442c3a07e/04457e388c8c/08073033800-e1/08073033800-e1.jpg?ts=1764675580920,OVERALL,https://static.zara.net/assets/public/254a/712a/65974269b434/79e6b4dcc161/T9056702499-p/T9056702499-p.jpg?ts=1763649703109
B_262a92173a0b,I_87672072cc25,https://static.zara.net/assets/public/7be3/da61/925c4d639109/a54cf5bb8fb4/05063823700-e1/05063823700-e1.jpg?ts=1756112008557,TROUSERS,https://static.zara.net/assets/public/d3b1/5b3a/ed64485cb20a/9a4c57a7101d/05063823700-p/05063823700-p.jpg?ts=1755770656443
B_276e3e938ba0,I_7eee802d7d24,https://static.zara.net/assets/public/63e0/6c89/95944a3aba06/bb2c4f0702a5/16044610721-e1/16044610721-e1.jpg?ts=1757943712665,HAND BAG-RUCKSACK,https://static.zara.net/assets/public/c334/04f1/72c54207a9f9/d71a329fabf4/15212710025-p/15212710025-p.jpg?ts=1765270522557
B_4a30e0844102,I_6f19463586cf,https://static.zara.net/assets/public/2b0e/48ab/57e54feb9b9d/231cf04bc85e/05644308078-e1/05644308078-e1.jpg?ts=1754046540987,POLO SHIRT,https://static.zara.net/assets/public/8299/3612/36164ccc8137/f9de7e0d7d03/05644311078-p/05644311078-p.jpg?ts=1754066410656
B_18a986d41518,I_d153d489f8d9,https://static.zara.net/assets/public/cdae/8e11/6c3247f58a0c/299d94e261ee/04021085800-000-e1/04021085800-000-e1.jpg?ts=1764581656699,BLAZER,https://static.zara.net/assets/public/c31c/9a58/c57b44c5b586/f61a7ad97852/T9445759371-p/T9445759371-p.jpg?ts=1764331142136
B_38f652bbac2d,I_ed53b9dea94f,https://static.zara.net/assets/public/c455/fde9/988b4274aab2/64075a24cef9/04334181092-200-e1/04334181092-200-e1.jpg?ts=1748963815453,SHIRT,https://static.zara.net/assets/public/f104/ddfa/8e7146bb9ed7/e23b2270098d/T9168565229-p/T9168565229-p.jpg?ts=1751527297574
B_3de4f9907dd6,I_34df537857bd,https://static.zara.net/assets/public/a70f/d103/2fda4d3596eb/ae527e5cc384/05749182500-e1/05749182500-e1.jpg?ts=1753719397638,TROUSERS,https://static.zara.net/assets/public/95b2/7142/ff7b48029b27/dd8d67ff1a69/05749182500-p/05749182500-p.jpg?ts=1753364181165
B_262a92173a0b,I_d90c06be752f,https://static.zara.net/assets/public/d801/5eb1/09e14b04a9d5/9193f53b330d/03641823800-e1/03641823800-e1.jpg?ts=1755790877539,SWEATSHIRT,https://static.zara.net/assets/public/d3b1/5b3a/ed64485cb20a/9a4c57a7101d/05063823700-p/05063823700-p.jpg?ts=1755770656443
B_f872dce77e45,I_23e718a5dfed,https://static.zara.net/assets/public/76ab/eba1/8eca4a4ca0cc/1ed38aa5de90/13623620700-200-e1/13623620700-200-e1.jpg?ts=1752147797344,HAND BAG-RUCKSACK,https://static.zara.net/assets/public/df8a/2be4/82574d848194/9ccd712cf675/04847528711-200-p/04847528711-200-p.jpg?ts=1751552885882
B_bf32c08d5f33,I_c3a71a8a7d43,https://static.zara.net/assets/public/1c8d/4265/b41a47e79b44/8b7e6d47d683/00794143445-e1/00794143445-e1.jpg?ts=1765970381091,SHIRT,https://static.zara.net/assets/public/c24d/93b3/3b574d1fa9e4/ac687980dc8d/T9413739950-p/T9413739950-p.jpg?ts=1753781603145
B_f099e5eb0b27,I_ccd77752a460,https://static.zara.net/assets/public/ec51/2993/51e149b4a8e0/467b47468984/04088041737-e1/04088041737-e1.jpg?ts=1763657059074,TROUSERS,https://static.zara.net/assets/public/1b15/007d/1b6c4292b222/6d5a17216e49/04088041737-p/04088041737-p.jpg?ts=1763572709540
B_e261a4de21cb,I_e5c373797372,https://static.zara.net/assets/public/c092/98a2/584a4fb0b939/b82cdf0f837a/00167053500-e1/00167053500-e1.jpg?ts=1747147800494,SWIMSUIT,https://static.zara.net/assets/public/cf06/bdf7/63c1468f892d/faf458844a53/00167053500-p/00167053500-p.jpg?ts=1747125341881
B_12deceb176e4,I_503292db2da2,https://static.zara.net/assets/public/fbc3/5d54/d8a6495896d8/bfd58c60ca45/00506317801-e1/00506317801-e1.jpg?ts=1757335421044,CARDIGAN,https://static.zara.net/assets/public/cc33/1faf/28764cf78b3b/170f025592b1/T9398308630-p/T9398308630-p.jpg?ts=1759330781652
B_3a88cd723a9a,I_319427ef8d26,https://static.zara.net/assets/public/3cdf/5778/be3344a9a71b/ba8b85c12d40/07522265104-e1/07522265104-e1.jpg?ts=1762866705610,BLAZER,https://static.zara.net/assets/public/ae71/8b60/ce464d5bae65/d330861f66bd/05070455800-p/05070455800-p.jpg?ts=1764607105346
B_90602cebb82c,I_2c609af3f764,https://static.zara.net/assets/public/81fb/3a39/307a473eafec/ebaff136980c/12063620800-e1/12063620800-e1.jpg?ts=1758625547477,ANKLE BOOT,https://static.zara.net/assets/public/2fa8/16d7/761b4311a229/f4eded02986e/T9160011752-p/T9160011752-p.jpg?ts=1759145431953
B_fca1c2d68d67,I_36751e1d399a,https://static.zara.net/assets/public/4474/956c/37bf420ebf87/ddcc73e21846/03286401700-000-e1/03286401700-000-e1.jpg?ts=1765973045798,WIND-JACKET,https://static.zara.net/assets/public/f374/f672/0e874236a0fc/dd67c7e12739/03286401700-000-p/03286401700-000-p.jpg?ts=1765788126518
B_48d358180e31,I_3335082c4e18,https://static.zara.net/assets/public/5719/6394/b19049cdbaa1/2449e223947f/03991320427-200-e1/03991320427-200-e1.jpg?ts=1751446852109,TROUSERS,https://static.zara.net/assets/public/1260/9b0c/f936432c90d6/d624cd0207ff/00693409422-200-p/00693409422-200-p.jpg?ts=1754918962670
B_01e29d3d2caa,I_88e969850210,https://static.zara.net/assets/public/0533/539c/fd0e45f788f8/8d30838ba631/03992310800-e1/03992310800-e1.jpg?ts=1754298098413,SOCKS,https://static.zara.net/assets/public/4536/4544/55b04c28bc8f/00956a97133a/T9013107097-p/T9013107097-p.jpg?ts=1757433341641
B_f3e379ddb277,I_a98eeef5ba74,https://static.zara.net/assets/public/684d/e8d1/af7f490ab026/11debb363336/04087300251-e1/04087300251-e1.jpg?ts=1761738897667,T-SHIRT,https://static.zara.net/assets/public/72de/d233/9cd84718a9fc/ce56a21a4b3c/T9786081775-p/T9786081775-p.jpg?ts=1757433347982
B_ee6ca765e1e0,I_0232e23bbb6b,https://static.zara.net/assets/public/119e/e7f3/0eb5482b8800/9d2401276dee/06721582250-e1/06721582250-e1.jpg?ts=1761231471632,TROUSERS,https://static.zara.net/assets/public/b846/8101/96c148ffac09/648a08edc36c/T9532760474-p/T9532760474-p.jpg?ts=1761754844770
B_6131680e4b18,I_a643834a4503,https://static.zara.net/assets/public/01c6/e134/f48f4c519ed1/01eb59f9450b/08501304403-e1/08501304403-e1.jpg?ts=1763113435561,PANTY/UNDERPANT,https://static.zara.net/assets/public/3eec/167a/e6bf4f3c885a/5f239f07f9a1/T9168376010-p/T9168376010-p.jpg?ts=1764584490787
B_f105a74e41e1,I_854912583d6a,https://static.zara.net/assets/public/7f61/6914/695c41469368/078ef41a2b63/00840381445-e1/00840381445-e1.jpg?ts=1757346814758,TROUSERS,https://static.zara.net/assets/public/3f8f/bc7b/09224033b56d/04532be0e65d/00840382445-p/00840382445-p.jpg?ts=1757492263355
B_14abcf1e7d49,I_5b030746e473,https://static.zara.net/assets/public/752f/c4b6/891a46b48f45/4a934a8f8f5a/06170300250-e1/06170300250-e1.jpg?ts=1763027679302,ACCESSORIES,https://static.zara.net/assets/public/8fcd/e8c4/fe1545348ae5/65f4ea7864aa/03286401700-p/03286401700-p.jpg?ts=1763652709691
B_7793c9fa236b,I_b891ba8b07fd,https://static.zara.net/assets/public/7482/af54/142f46688193/9cd28bc440ae/07446312121-e1/07446312121-e1.jpg?ts=1756983685692,OVERSHIRT,https://static.zara.net/assets/public/9cb1/ac83/60d541b98900/b20583294fac/T9159163956-p/T9159163956-p.jpg?ts=1757068144231
B_3d67fe3c51fe,I_f6653b71f68c,https://static.zara.net/assets/public/acc6/6308/680a44e5857e/1d3452b0b9e1/12681620800-200-e1/12681620800-200-e1.jpg?ts=1757666461422,MOCCASINS,https://static.zara.net/assets/public/26a3/a236/b32d4ca9b46f/5caa4e5bcd19/01501332422-p/01501332422-p.jpg?ts=1761062538688
